postcode,population,active,cases,rate,new,band,data_date,file_processed_date
3322,176,0,0,0,0,0,22/10/2021,23/10/2021
3323,88,0,0,0,0,0,22/10/2021,23/10/2021
3324,531,0,0,0,0,0,22/10/2021,23/10/2021
3325,480,1,1,208.3,0,5,22/10/2021,23/10/2021
3328,1720,0,4,0,0,0,22/10/2021,23/10/2021
3329,284,0,0,0,0,0,22/10/2021,23/10/2021
3330,222,0,0,0,0,0,22/10/2021,23/10/2021
3331,5996,6,9,100.1,2,4,22/10/2021,23/10/2021
3332,1013,2,7,197.4,0,4,22/10/2021,23/10/2021
3333,827,0,1,0,0,0,22/10/2021,23/10/2021
3334,566,0,2,0,0,0,22/10/2021,23/10/2021
3335,5859,98,288,1672.6,10,7,22/10/2021,23/10/2021
3336,0,0,0,0,0,0,22/10/2021,23/10/2021
3337,36455,391,908,1072.6,37,7,22/10/2021,23/10/2021
3338,23419,307,930,1310.9,48,7,22/10/2021,23/10/2021
3340,21123,51,164,241.4,2,5,22/10/2021,23/10/2021
3341,1666,7,8,420.2,1,5,22/10/2021,23/10/2021
3342,3440,4,10,116.3,1,4,22/10/2021,23/10/2021
3345,1151,1,1,86.9,0,3,22/10/2021,23/10/2021
3350,59147,32,117,54.1,3,3,22/10/2021,23/10/2021
3351,8169,0,1,0,0,0,22/10/2021,23/10/2021
3352,16000,9,22,56.2,1,3,22/10/2021,23/10/2021
3355,13016,5,18,38.4,0,2,22/10/2021,23/10/2021
3356,16322,14,34,85.8,1,3,22/10/2021,23/10/2021
3357,3714,0,0,0,0,0,22/10/2021,23/10/2021
3360,765,0,0,0,0,0,22/10/2021,23/10/2021
3361,680,0,0,0,0,0,22/10/2021,23/10/2021
3363,3476,0,0,0,0,0,22/10/2021,23/10/2021
3364,2149,0,2,0,0,0,22/10/2021,23/10/2021
3370,1782,0,0,0,0,0,22/10/2021,23/10/2021
3371,990,0,0,0,0,0,22/10/2021,23/10/2021
3373,2291,2,5,87.3,0,3,22/10/2021,23/10/2021
3374,399,0,0,0,0,0,22/10/2021,23/10/2021
3375,206,0,0,0,0,0,22/10/2021,23/10/2021
3377,9414,0,16,0,0,0,22/10/2021,23/10/2021
3378,149,0,0,0,0,0,22/10/2021,23/10/2021
3379,801,0,1,0,0,0,22/10/2021,23/10/2021
3380,6033,0,1,0,0,0,22/10/2021,23/10/2021
3381,1211,0,2,0,0,0,22/10/2021,23/10/2021
3384,547,0,1,0,0,0,22/10/2021,23/10/2021
3385,517,0,0,0,0,0,22/10/2021,23/10/2021
3387,315,0,0,0,0,0,22/10/2021,23/10/2021
3388,562,0,1,0,0,0,22/10/2021,23/10/2021
3390,914,0,0,0,0,0,22/10/2021,23/10/2021
3391,172,0,0,0,0,0,22/10/2021,23/10/2021
3392,581,0,0,0,0,0,22/10/2021,23/10/2021
3393,2684,0,1,0,0,0,22/10/2021,23/10/2021
3395,361,0,0,0,0,0,22/10/2021,23/10/2021
3396,738,0,0,0,0,0,22/10/2021,23/10/2021
3400,14541,1,4,6.9,0,1,22/10/2021,23/10/2021
3401,4418,0,11,0,0,0,22/10/2021,23/10/2021
3407,422,0,0,0,0,0,22/10/2021,23/10/2021
3409,937,0,1,0,0,0,22/10/2021,23/10/2021
3412,299,0,0,0,0,0,22/10/2021,23/10/2021
3413,220,0,0,0,0,0,22/10/2021,23/10/2021
3414,1824,0,0,0,0,0,22/10/2021,23/10/2021
3415,40,0,0,0,0,0,22/10/2021,23/10/2021
3418,2771,0,0,0,0,0,22/10/2021,23/10/2021
3419,806,0,0,0,0,0,22/10/2021,23/10/2021
3420,277,0,1,0,0,0,22/10/2021,23/10/2021
3423,480,0,0,0,0,0,22/10/2021,23/10/2021
3424,769,0,0,0,0,0,22/10/2021,23/10/2021
3427,2761,19,61,688.2,1,6,22/10/2021,23/10/2021
3428,680,2,2,294.1,0,5,22/10/2021,23/10/2021
3429,36296,109,491,300.3,7,5,22/10/2021,23/10/2021
3430,322,2,2,621.1,0,6,22/10/2021,23/10/2021
3431,3945,0,21,0,0,0,22/10/2021,23/10/2021
3432,196,0,0,0,0,0,22/10/2021,23/10/2021
3433,216,2,5,925.9,0,6,22/10/2021,23/10/2021
3434,5070,2,28,39.4,0,2,22/10/2021,23/10/2021
3435,2878,1,11,34.7,0,2,22/10/2021,23/10/2021
3437,10445,9,39,86.2,2,3,22/10/2021,23/10/2021
3438,2386,2,8,83.8,0,3,22/10/2021,23/10/2021
3440,2040,1,3,49,0,2,22/10/2021,23/10/2021
3441,1337,0,4,0,0,0,22/10/2021,23/10/2021
3442,7463,11,22,147.4,3,4,22/10/2021,23/10/2021
3444,9197,5,27,54.4,0,3,22/10/2021,23/10/2021
3446,1028,0,0,0,0,0,22/10/2021,23/10/2021
3447,448,0,0,0,0,0,22/10/2021,23/10/2021
3448,878,0,5,0,0,0,22/10/2021,23/10/2021
3450,6838,4,22,58.5,2,3,22/10/2021,23/10/2021
3451,5654,0,3,0,0,0,22/10/2021,23/10/2021
3453,1725,2,3,115.9,0,4,22/10/2021,23/10/2021
3458,1947,2,5,102.7,0,4,22/10/2021,23/10/2021
3460,2566,1,4,39,0,2,22/10/2021,23/10/2021
3461,4150,0,2,0,0,0,22/10/2021,23/10/2021
3462,1173,0,1,0,0,0,22/10/2021,23/10/2021
3463,2454,0,2,0,0,0,22/10/2021,23/10/2021
3464,1118,0,0,0,0,0,22/10/2021,23/10/2021
3465,9770,0,2,0,0,0,22/10/2021,23/10/2021
3467,1196,0,1,0,0,0,22/10/2021,23/10/2021
3468,284,0,0,0,0,0,22/10/2021,23/10/2021
3469,278,0,0,0,0,0,22/10/2021,23/10/2021
3472,1482,0,0,0,0,0,22/10/2021,23/10/2021
3475,348,0,0,0,0,0,22/10/2021,23/10/2021
3477,824,0,0,0,0,0,22/10/2021,23/10/2021
3478,2457,0,2,0,0,0,22/10/2021,23/10/2021
3480,1862,0,0,0,0,0,22/10/2021,23/10/2021
3482,169,0,0,0,0,0,22/10/2021,23/10/2021
3483,888,0,0,0,0,0,22/10/2021,23/10/2021
3485,302,0,0,0,0,0,22/10/2021,23/10/2021
3487,96,0,0,0,0,0,22/10/2021,23/10/2021
3488,110,0,0,0,0,0,22/10/2021,23/10/2021
3489,53,0,0,0,0,0,22/10/2021,23/10/2021
3490,1290,2,3,155,1,4,22/10/2021,23/10/2021
3491,133,0,0,0,0,0,22/10/2021,23/10/2021
3494,661,0,0,0,0,0,22/10/2021,23/10/2021
3496,6224,13,18,208.9,1,5,22/10/2021,23/10/2021
3498,5324,20,25,375.7,2,5,22/10/2021,23/10/2021
3500,32738,156,224,476.5,5,5,22/10/2021,23/10/2021
3501,1939,3,8,154.7,0,4,22/10/2021,23/10/2021
3505,4829,10,13,207.1,1,5,22/10/2021,23/10/2021
3506,37,0,0,0,0,0,22/10/2021,23/10/2021
3507,157,0,0,0,0,0,22/10/2021,23/10/2021
3509,231,1,1,432.9,0,5,22/10/2021,23/10/2021
3512,371,0,0,0,0,0,22/10/2021,23/10/2021
3515,1940,5,11,257.7,0,5,22/10/2021,23/10/2021
3516,694,0,0,0,0,0,22/10/2021,23/10/2021
3517,1416,0,0,0,0,0,22/10/2021,23/10/2021
3518,1307,0,0,0,0,0,22/10/2021,23/10/2021
3520,179,0,0,0,0,0,22/10/2021,23/10/2021
3521,660,0,2,0,0,0,22/10/2021,23/10/2021
3522,334,1,2,299.4,0,5,22/10/2021,23/10/2021
3523,3619,0,8,0,0,0,22/10/2021,23/10/2021
3525,1302,0,0,0,0,0,22/10/2021,23/10/2021
3527,785,0,0,0,0,0,22/10/2021,23/10/2021
3529,120,0,0,0,0,0,22/10/2021,23/10/2021
3530,125,0,0,0,0,0,22/10/2021,23/10/2021
3531,191,0,0,0,0,0,22/10/2021,23/10/2021
3533,779,0,0,0,0,0,22/10/2021,23/10/2021
3537,1042,0,0,0,0,0,22/10/2021,23/10/2021
3540,286,0,0,0,0,0,22/10/2021,23/10/2021
3542,155,0,0,0,0,0,22/10/2021,23/10/2021
3544,249,0,0,0,0,0,22/10/2021,23/10/2021
3546,403,0,0,0,0,0,22/10/2021,23/10/2021
3549,3527,3,4,85.1,0,3,22/10/2021,23/10/2021
3550,40341,68,112,168.6,6,4,22/10/2021,23/10/2021
3551,29564,38,63,128.5,5,4,22/10/2021,23/10/2021
3555,19688,32,66,162.5,7,4,22/10/2021,23/10/2021
3556,13087,23,28,175.7,1,4,22/10/2021,23/10/2021
3557,785,0,0,0,0,0,22/10/2021,23/10/2021
3558,916,0,0,0,0,0,22/10/2021,23/10/2021
3559,545,0,0,0,0,0,22/10/2021,23/10/2021
3561,4434,0,3,0,0,0,22/10/2021,23/10/2021
3562,278,0,0,0,0,0,22/10/2021,23/10/2021
3563,808,0,0,0,0,0,22/10/2021,23/10/2021
3564,15944,9,16,56.4,2,3,22/10/2021,23/10/2021
3565,107,0,0,0,0,0,22/10/2021,23/10/2021
3566,556,0,0,0,0,0,22/10/2021,23/10/2021
3567,654,0,0,0,0,0,22/10/2021,23/10/2021
3568,2948,2,3,67.8,0,3,22/10/2021,23/10/2021
3570,752,3,3,398.9,0,5,22/10/2021,23/10/2021
3571,319,0,0,0,0,0,22/10/2021,23/10/2021
3572,151,0,0,0,0,0,22/10/2021,23/10/2021
3573,331,0,3,0,0,0,22/10/2021,23/10/2021
3575,807,0,0,0,0,0,22/10/2021,23/10/2021
3576,72,0,1,0,0,0,22/10/2021,23/10/2021
3579,5362,0,9,0,0,0,22/10/2021,23/10/2021
3580,990,3,3,303,0,5,22/10/2021,23/10/2021
3581,163,0,0,0,0,0,22/10/2021,23/10/2021
3583,208,1,1,480.8,1,5,22/10/2021,23/10/2021
3584,1139,2,2,175.6,1,4,22/10/2021,23/10/2021
3585,11205,47,52,419.5,13,5,22/10/2021,23/10/2021
3586,825,1,1,121.2,1,4,22/10/2021,23/10/2021
3588,359,0,0,0,0,0,22/10/2021,23/10/2021
3589,347,2,2,576.4,1,6,22/10/2021,23/10/2021
3590,335,1,1,298.5,0,5,22/10/2021,23/10/2021
3591,164,0,0,0,0,0,22/10/2021,23/10/2021
3594,529,0,1,0,0,0,22/10/2021,23/10/2021
3595,665,1,1,150.4,0,4,22/10/2021,23/10/2021
3596,96,0,0,0,0,0,22/10/2021,23/10/2021
3597,413,0,0,0,0,0,22/10/2021,23/10/2021
3599,133,1,1,751.9,1,6,22/10/2021,23/10/2021
3607,136,0,0,0,0,0,22/10/2021,23/10/2021
3608,2417,2,2,82.7,1,3,22/10/2021,23/10/2021
3610,1714,2,4,116.7,0,4,22/10/2021,23/10/2021
3612,1708,1,2,58.5,1,3,22/10/2021,23/10/2021
3614,882,1,3,113.4,0,4,22/10/2021,23/10/2021
3616,5353,16,32,298.9,1,5,22/10/2021,23/10/2021
3617,163,0,0,0,0,0,22/10/2021,23/10/2021
3618,675,0,7,0,0,0,22/10/2021,23/10/2021
3620,8241,6,11,72.8,1,3,22/10/2021,23/10/2021
3621,2368,0,0,0,0,0,22/10/2021,23/10/2021
3622,456,0,1,0,0,0,22/10/2021,23/10/2021
3623,903,0,0,0,0,0,22/10/2021,23/10/2021
3624,558,0,1,0,0,0,22/10/2021,23/10/2021
3629,9130,13,31,142.4,1,4,22/10/2021,23/10/2021
3630,31266,181,376,578.9,14,6,22/10/2021,23/10/2021
3631,11610,31,133,267,4,5,22/10/2021,23/10/2021
3632,0,0,0,0,0,0,22/10/2021,23/10/2021
3633,604,0,0,0,0,0,22/10/2021,23/10/2021
3634,1798,4,5,222.5,0,5,22/10/2021,23/10/2021
3635,536,0,0,0,0,0,22/10/2021,23/10/2021
3636,5241,4,8,76.3,1,3,22/10/2021,23/10/2021
3637,593,0,0,0,0,0,22/10/2021,23/10/2021
3638,2075,0,2,0,0,0,22/10/2021,23/10/2021
3639,524,0,0,0,0,0,22/10/2021,23/10/2021
3640,1000,0,0,0,0,0,22/10/2021,23/10/2021
3641,1233,0,0,0,0,0,22/10/2021,23/10/2021
3644,9229,7,9,75.8,2,3,22/10/2021,23/10/2021
3646,586,0,0,0,0,0,22/10/2021,23/10/2021
3647,40,0,0,0,0,0,22/10/2021,23/10/2021
3649,431,0,0,0,0,0,22/10/2021,23/10/2021
3658,6221,4,51,64.3,2,3,22/10/2021,23/10/2021
3659,734,2,5,272.5,0,5,22/10/2021,23/10/2021
3660,7577,6,20,79.2,1,3,22/10/2021,23/10/2021
3662,1075,1,2,93,0,3,22/10/2021,23/10/2021
3663,180,1,1,555.6,1,6,22/10/2021,23/10/2021
3664,1072,3,5,279.9,0,5,22/10/2021,23/10/2021
3665,357,0,0,0,0,0,22/10/2021,23/10/2021
3666,4700,5,9,106.4,1,4,22/10/2021,23/10/2021
3669,1337,1,1,74.8,0,3,22/10/2021,23/10/2021
3670,571,2,2,350.3,0,5,22/10/2021,23/10/2021
3672,10330,9,18,87.1,2,3,22/10/2021,23/10/2021
3673,1729,1,1,57.8,0,3,22/10/2021,23/10/2021
3675,1803,0,1,0,0,0,22/10/2021,23/10/2021
3677,18101,34,41,187.8,10,4,22/10/2021,23/10/2021
3678,6357,1,1,15.7,1,1,22/10/2021,23/10/2021
3682,616,1,1,162.3,0,4,22/10/2021,23/10/2021
3683,1760,1,1,56.8,0,3,22/10/2021,23/10/2021
3685,2718,0,1,0,0,0,22/10/2021,23/10/2021
3687,1098,0,0,0,0,0,22/10/2021,23/10/2021
3688,1237,0,0,0,0,0,22/10/2021,23/10/2021
3690,33522,60,70,179,20,4,22/10/2021,23/10/2021
3691,9704,5,8,51.5,2,3,22/10/2021,23/10/2021
3694,92,0,0,0,0,0,22/10/2021,23/10/2021
3695,472,0,0,0,0,0,22/10/2021,23/10/2021
3697,575,0,0,0,0,0,22/10/2021,23/10/2021
3698,862,0,0,0,0,0,22/10/2021,23/10/2021
3699,1124,0,0,0,0,0,22/10/2021,23/10/2021
3700,1317,0,0,0,0,0,22/10/2021,23/10/2021
3701,1075,0,0,0,0,0,22/10/2021,23/10/2021
3704,20,0,0,0,0,0,22/10/2021,23/10/2021
3705,261,0,0,0,0,0,22/10/2021,23/10/2021
3707,1836,6,6,326.8,0,5,22/10/2021,23/10/2021
3708,58,0,0,0,0,0,22/10/2021,23/10/2021
3709,295,0,0,0,0,0,22/10/2021,23/10/2021
3711,493,3,3,608.5,0,6,22/10/2021,23/10/2021
3712,353,0,0,0,0,0,22/10/2021,23/10/2021
3713,1026,0,0,0,0,0,22/10/2021,23/10/2021
3714,3512,1,2,28.5,0,2,22/10/2021,23/10/2021
3715,308,0,1,0,0,0,22/10/2021,23/10/2021
3717,2654,11,18,414.5,2,5,22/10/2021,23/10/2021
3718,72,0,0,0,0,0,22/10/2021,23/10/2021
3719,371,0,0,0,0,0,22/10/2021,23/10/2021
3720,569,0,1,0,0,0,22/10/2021,23/10/2021
3722,5020,0,4,0,0,0,22/10/2021,23/10/2021
3723,3003,0,5,0,0,0,22/10/2021,23/10/2021
3725,631,0,0,0,0,0,22/10/2021,23/10/2021
3726,404,0,0,0,0,0,22/10/2021,23/10/2021
3727,305,0,0,0,0,0,22/10/2021,23/10/2021
3728,635,0,0,0,0,0,22/10/2021,23/10/2021
3730,8831,1,5,11.3,0,1,22/10/2021,23/10/2021
3732,595,0,0,0,0,0,22/10/2021,23/10/2021
3733,219,0,0,0,0,0,22/10/2021,23/10/2021
3735,609,0,0,0,0,0,22/10/2021,23/10/2021
3737,4302,2,2,46.5,0,2,22/10/2021,23/10/2021
3738,222,0,0,0,0,0,22/10/2021,23/10/2021
3739,215,0,0,0,0,0,22/10/2021,23/10/2021
3740,1075,0,0,0,0,0,22/10/2021,23/10/2021
3741,3098,0,2,0,0,0,22/10/2021,23/10/2021
3744,453,0,0,0,0,0,22/10/2021,23/10/2021
3746,385,0,0,0,0,0,22/10/2021,23/10/2021
3747,4628,1,1,21.6,0,2,22/10/2021,23/10/2021
3749,1889,0,0,0,0,0,22/10/2021,23/10/2021
3750,9060,176,742,1942.6,17,7,22/10/2021,23/10/2021
3751,272,1,10,367.6,0,5,22/10/2021,23/10/2021
3752,24057,210,597,872.9,22,6,22/10/2021,23/10/2021
3753,2328,36,95,1546.4,4,7,22/10/2021,23/10/2021
3754,37758,257,785,680.7,17,6,22/10/2021,23/10/2021
3755,251,2,2,796.8,0,6,22/10/2021,23/10/2021
